"","id","duration","start_date","start_station_name","start_station_id","end_date","end_station_name","end_station_id","bike_id","subscription_type","zip_code"
"364",344383,109,2014-06-30 07:36:00,"Commercial at Montgomery",45,2014-06-30 07:37:00,"Commercial at Montgomery",45,502,"Customer",30309
"365",344218,102,2014-06-29 21:01:00,"Washington at Kearny",46,2014-06-29 21:03:00,"Washington at Kearny",46,546,"Customer",84065
"366",344094,72,2014-06-29 17:54:00,"San Francisco Caltrain 2 (330 Townsend)",69,2014-06-29 17:55:00,"San Francisco Caltrain 2 (330 Townsend)",69,877,"Subscriber",94105
"367",343996,69,2014-06-29 16:12:00,"2nd at Townsend",61,2014-06-29 16:13:00,"2nd at Townsend",61,591,"Customer",94121
"368",343925,101,2014-06-29 14:59:00,"San Jose Diridon Caltrain Station",2,2014-06-29 15:01:00,"San Jose Diridon Caltrain Station",2,44,"Subscriber",95112
"369",343771,70,2014-06-29 10:57:00,"Townsend at 7th",65,2014-06-29 10:59:00,"Townsend at 7th",65,520,"Subscriber",94043
"370",343567,113,2014-06-28 19:22:00,"2nd at Townsend",61,2014-06-28 19:24:00,"2nd at Townsend",61,595,"Subscriber",94131
"371",343456,64,2014-06-28 16:42:00,"Embarcadero at Sansome",60,2014-06-28 16:43:00,"Embarcadero at Sansome",60,342,"Subscriber",94546
"372",343349,165,2014-06-28 14:51:00,"California Ave Caltrain Station",36,2014-06-28 14:54:00,"California Ave Caltrain Station",36,192,"Customer",NA
"373",343277,69,2014-06-28 13:31:00,"San Jose City Hall",10,2014-06-28 13:32:00,"San Jose City Hall",10,146,"Customer",94043
"374",343176,166,2014-06-28 11:19:00,"Embarcadero at Sansome",60,2014-06-28 11:21:00,"Embarcadero at Sansome",60,337,"Customer",92663
"375",343175,178,2014-06-28 11:18:00,"Embarcadero at Sansome",60,2014-06-28 11:21:00,"Embarcadero at Sansome",60,594,"Customer",92663
"376",343072,101,2014-06-28 07:53:00,"Beale at Market",56,2014-06-28 07:55:00,"Beale at Market",56,559,"Subscriber",94546
"377",342954,115,2014-06-27 20:45:00,"Harry Bridges Plaza (Ferry Building)",50,2014-06-27 20:47:00,"Harry Bridges Plaza (Ferry Building)",50,325,"Customer",80302
"378",342931,82,2014-06-27 20:21:00,"San Francisco Caltrain (Townsend at 4th)",70,2014-06-27 20:23:00,"San Francisco Caltrain (Townsend at 4th)",70,383,"Subscriber",94549
"379",341966,133,2014-06-27 09:53:00,"Embarcadero at Folsom",51,2014-06-27 09:55:00,"Embarcadero at Folsom",51,595,"Subscriber",94107
"380",341663,82,2014-06-27 07:59:00,"Yerba Buena Center of the Arts (3rd @ Howard)",68,2014-06-27 08:01:00,"Yerba Buena Center of the Arts (3rd @ Howard)",68,513,"Customer",94087
"381",341495,109,2014-06-26 23:47:00,"Embarcadero at Sansome",60,2014-06-26 23:49:00,"Embarcadero at Sansome",60,503,"Customer",94066
"382",341122,74,2014-06-26 17:49:00,"South Van Ness at Market",66,2014-06-26 17:50:00,"South Van Ness at Market",66,432,"Subscriber",94403
"383",340859,122,2014-06-26 16:15:00,"Grant Avenue at Columbus Avenue",73,2014-06-26 16:17:00,"Grant Avenue at Columbus Avenue",73,477,"Subscriber",94606
"384",340214,135,2014-06-26 08:56:00,"Market at Sansome",77,2014-06-26 08:58:00,"Market at Sansome",77,546,"Subscriber",94804
"385",339326,66,2014-06-25 17:18:00,"Palo Alto Caltrain Station",34,2014-06-25 17:19:00,"Palo Alto Caltrain Station",34,686,"Customer",94306
"386",339173,129,2014-06-25 16:24:00,"San Francisco Caltrain (Townsend at 4th)",70,2014-06-25 16:26:00,"San Francisco Caltrain (Townsend at 4th)",70,595,"Subscriber",94086
"387",339052,82,2014-06-25 14:58:00,"Embarcadero at Bryant",54,2014-06-25 14:59:00,"Embarcadero at Bryant",54,420,"Customer",94965
"388",338716,100,2014-06-25 09:54:00,"Civic Center BART (7th at Market)",72,2014-06-25 09:56:00,"Civic Center BART (7th at Market)",72,431,"Subscriber",94102
"389",338661,67,2014-06-25 09:32:00,"Civic Center BART (7th at Market)",72,2014-06-25 09:33:00,"Civic Center BART (7th at Market)",72,431,"Subscriber",94618
"390",337907,92,2014-06-24 18:51:00,"Embarcadero at Bryant",54,2014-06-24 18:52:00,"Embarcadero at Bryant",54,420,"Subscriber",94609
"391",337782,65,2014-06-24 18:10:00,"San Jose Diridon Caltrain Station",2,2014-06-24 18:11:00,"San Jose Diridon Caltrain Station",2,18,"Subscriber",95113
"392",337101,144,2014-06-24 12:21:00,"Davis at Jackson",42,2014-06-24 12:23:00,"Davis at Jackson",42,595,"Subscriber",94111
"393",337040,119,2014-06-24 11:35:00,"Embarcadero at Folsom",51,2014-06-24 11:37:00,"Embarcadero at Folsom",51,483,"Customer",92124
"394",335861,142,2014-06-23 17:37:00,"Townsend at 7th",65,2014-06-23 17:40:00,"Townsend at 7th",65,595,"Subscriber",94403
"395",335857,153,2014-06-23 17:35:00,"San Francisco Caltrain 2 (330 Townsend)",69,2014-06-23 17:37:00,"San Francisco Caltrain 2 (330 Townsend)",69,350,"Subscriber",94014
"396",335844,60,2014-06-23 17:31:00,"Powell Street BART",39,2014-06-23 17:32:00,"Powell Street BART",39,407,"Subscriber",94102
"397",334921,156,2014-06-23 08:22:00,"Temporary Transbay Terminal (Howard at Beale)",55,2014-06-23 08:24:00,"Temporary Transbay Terminal (Howard at Beale)",55,377,"Subscriber",94610
"398",334622,86,2014-06-22 20:47:00,"Mountain View Caltrain Station",28,2014-06-22 20:48:00,"Mountain View Caltrain Station",28,43,"Customer",11362
"399",334371,152,2014-06-22 15:37:00,"Embarcadero at Sansome",60,2014-06-22 15:40:00,"Embarcadero at Sansome",60,636,"Customer",60624
"400",334313,144,2014-06-22 14:31:00,"Embarcadero at Sansome",60,2014-06-22 14:33:00,"Embarcadero at Sansome",60,564,"Customer",12245
"401",333981,104,2014-06-21 22:36:00,"Market at 4th",76,2014-06-21 22:38:00,"Market at 4th",76,562,"Subscriber",94107
"402",333960,103,2014-06-21 20:58:00,"Market at 4th",76,2014-06-21 21:00:00,"Market at 4th",76,282,"Subscriber",94104
"403",333844,168,2014-06-21 17:06:00,"Washington at Kearny",46,2014-06-21 17:09:00,"Washington at Kearny",46,384,"Customer",97214
"404",333595,130,2014-06-21 10:54:00,"San Francisco Caltrain 2 (330 Townsend)",69,2014-06-21 10:57:00,"San Francisco Caltrain 2 (330 Townsend)",69,482,"Customer",30039
"405",333215,67,2014-06-20 17:56:00,"SJSU - San Salvador at 9th",16,2014-06-20 17:57:00,"SJSU - San Salvador at 9th",16,207,"Subscriber",95126
"406",332961,66,2014-06-20 16:39:00,"Townsend at 7th",65,2014-06-20 16:40:00,"Townsend at 7th",65,519,"Subscriber",94925
"407",331918,82,2014-06-19 20:47:00,"Embarcadero at Bryant",54,2014-06-19 20:49:00,"Embarcadero at Bryant",54,475,"Subscriber",94105
"408",331195,91,2014-06-19 14:29:00,"Powell Street BART",39,2014-06-19 14:30:00,"Powell Street BART",39,598,"Subscriber",94602
"409",330840,79,2014-06-19 09:38:00,"Palo Alto Caltrain Station",34,2014-06-19 09:39:00,"Palo Alto Caltrain Station",34,52,"Subscriber",95608
"410",330309,154,2014-06-18 21:31:00,"Evelyn Park and Ride",30,2014-06-18 21:33:00,"Evelyn Park and Ride",30,19,"Customer",94041
"411",330130,177,2014-06-18 18:49:00,"2nd at South Park",64,2014-06-18 18:52:00,"2nd at South Park",64,357,"Customer",94404
"412",330099,83,2014-06-18 18:35:00,"Embarcadero at Vallejo",48,2014-06-18 18:37:00,"Embarcadero at Vallejo",48,602,"Subscriber",94105
"413",329734,177,2014-06-18 16:43:00,"Market at 10th",67,2014-06-18 16:46:00,"Market at 10th",67,546,"Customer",94102
"414",329580,66,2014-06-18 14:55:00,"University and Emerson",35,2014-06-18 14:56:00,"University and Emerson",35,147,"Customer",14850
"415",329502,66,2014-06-18 13:14:00,"Market at Sansome",77,2014-06-18 13:16:00,"Market at Sansome",77,352,"Subscriber",94611
"416",329263,109,2014-06-18 10:00:00,"2nd at Folsom",62,2014-06-18 10:02:00,"2nd at Folsom",62,288,"Subscriber",94804
"417",328091,75,2014-06-17 17:03:00,"Townsend at 7th",65,2014-06-17 17:04:00,"Townsend at 7th",65,327,"Subscriber",95120
"418",326559,168,2014-06-16 17:42:00,"2nd at Townsend",61,2014-06-16 17:45:00,"2nd at Townsend",61,390,"Subscriber",94105
"419",326126,84,2014-06-16 14:54:00,"Embarcadero at Sansome",60,2014-06-16 14:55:00,"Embarcadero at Sansome",60,608,"Subscriber",94028
"420",326010,61,2014-06-16 12:22:00,"Commercial at Montgomery",45,2014-06-16 12:23:00,"Commercial at Montgomery",45,380,"Subscriber",94122
"421",325463,70,2014-06-16 08:07:00,"San Francisco Caltrain (Townsend at 4th)",70,2014-06-16 08:08:00,"San Francisco Caltrain (Townsend at 4th)",70,528,"Subscriber",94402
"422",324936,68,2014-06-15 14:42:00,"Cowper at University",37,2014-06-15 14:43:00,"Cowper at University",37,643,"Subscriber",94116
"423",324325,61,2014-06-14 12:44:00,"Powell Street BART",39,2014-06-14 12:45:00,"Powell Street BART",39,429,"Subscriber",94117
"424",324025,160,2014-06-13 19:47:00,"Yerba Buena Center of the Arts (3rd @ Howard)",68,2014-06-13 19:49:00,"Yerba Buena Center of the Arts (3rd @ Howard)",68,289,"Subscriber",94131
"425",323841,76,2014-06-13 18:06:00,"Yerba Buena Center of the Arts (3rd @ Howard)",68,2014-06-13 18:08:00,"Yerba Buena Center of the Arts (3rd @ Howard)",68,359,"Subscriber",94117
"426",323341,125,2014-06-13 14:08:00,"Market at 10th",67,2014-06-13 14:10:00,"Market at 10th",67,491,"Customer",92620
"427",323016,92,2014-06-13 09:44:00,"Evelyn Park and Ride",30,2014-06-13 09:46:00,"Evelyn Park and Ride",30,657,"Subscriber",94089
"428",322786,72,2014-06-13 08:33:00,"Harry Bridges Plaza (Ferry Building)",50,2014-06-13 08:35:00,"Harry Bridges Plaza (Ferry Building)",50,266,"Subscriber",94546
"429",322396,154,2014-06-12 20:10:00,"Mechanics Plaza (Market at Battery)",75,2014-06-12 20:13:00,"Mechanics Plaza (Market at Battery)",75,420,"Customer",91107
"430",322176,102,2014-06-12 17:50:00,"Civic Center BART (7th at Market)",72,2014-06-12 17:51:00,"Civic Center BART (7th at Market)",72,327,"Customer",7722
"431",321159,64,2014-06-12 08:02:00,"Civic Center BART (7th at Market)",72,2014-06-12 08:03:00,"Civic Center BART (7th at Market)",72,357,"Subscriber",94103
"432",320873,136,2014-06-11 19:50:00,"SJSU - San Salvador at 9th",16,2014-06-11 19:52:00,"SJSU - San Salvador at 9th",16,178,"Subscriber",95112
"433",319962,129,2014-06-11 11:02:00,"Paseo de San Antonio",7,2014-06-11 11:04:00,"Paseo de San Antonio",7,99,"Subscriber",95113
"434",319259,68,2014-06-10 21:34:00,"2nd at South Park",64,2014-06-10 21:35:00,"2nd at South Park",64,415,"Customer",53711
"435",318992,102,2014-06-10 18:18:00,"San Jose Diridon Caltrain Station",2,2014-06-10 18:19:00,"San Jose Diridon Caltrain Station",2,667,"Subscriber",95113
"436",318967,82,2014-06-10 18:10:00,"Redwood City Public Library",24,2014-06-10 18:11:00,"Redwood City Public Library",24,641,"Subscriber",94041
"437",317774,104,2014-06-10 07:45:00,"5th at Howard",57,2014-06-10 07:47:00,"5th at Howard",57,522,"Subscriber",94103
"438",317135,81,2014-06-09 17:32:00,"Broadway St at Battery St",82,2014-06-09 17:33:00,"Broadway St at Battery St",82,137,"Subscriber",94109
"439",315209,91,2014-06-08 00:34:00,"SJSU 4th at San Carlos",12,2014-06-08 00:35:00,"SJSU 4th at San Carlos",12,132,"Customer",94041
"440",314762,129,2014-06-07 11:37:00,"Steuart at Market",74,2014-06-07 11:39:00,"Steuart at Market",74,416,"Customer",94123
"441",314750,163,2014-06-07 11:08:00,"San Francisco Caltrain (Townsend at 4th)",70,2014-06-07 11:10:00,"San Francisco Caltrain (Townsend at 4th)",70,488,"Customer",95112
"442",314677,66,2014-06-07 09:29:00,"Powell Street BART",39,2014-06-07 09:30:00,"Powell Street BART",39,498,"Customer",NA
"443",314471,71,2014-06-06 19:02:00,"San Francisco Caltrain (Townsend at 4th)",70,2014-06-06 19:03:00,"San Francisco Caltrain (Townsend at 4th)",70,267,"Customer",94709
"444",313970,152,2014-06-06 15:40:00,"Mechanics Plaza (Market at Battery)",75,2014-06-06 15:42:00,"Mechanics Plaza (Market at Battery)",75,537,"Customer",NA
"445",313474,112,2014-06-06 09:09:00,"San Francisco Caltrain (Townsend at 4th)",70,2014-06-06 09:11:00,"San Francisco Caltrain (Townsend at 4th)",70,337,"Subscriber",95129
"446",313345,70,2014-06-06 08:38:00,"San Jose Civic Center",3,2014-06-06 08:40:00,"San Jose Civic Center",3,15,"Customer",75068
"447",312777,120,2014-06-05 18:19:00,"Grant Avenue at Columbus Avenue",73,2014-06-05 18:21:00,"Grant Avenue at Columbus Avenue",73,677,"Subscriber",94111
"448",312214,126,2014-06-05 13:25:00,"Market at 4th",76,2014-06-05 13:27:00,"Market at 4th",76,620,"Customer",94010
"449",311841,65,2014-06-05 08:56:00,"San Francisco Caltrain (Townsend at 4th)",70,2014-06-05 08:57:00,"San Francisco Caltrain (Townsend at 4th)",70,407,"Customer",90803
"450",311450,157,2014-06-04 22:07:00,"Embarcadero at Vallejo",48,2014-06-04 22:09:00,"Embarcadero at Vallejo",48,505,"Customer",NA
"451",311359,95,2014-06-04 19:49:00,"Market at 4th",76,2014-06-04 19:50:00,"Market at 4th",76,447,"Subscriber",94110
"452",310914,76,2014-06-04 17:05:00,"2nd at Townsend",61,2014-06-04 17:07:00,"2nd at Townsend",61,414,"Subscriber",94044
"453",310532,124,2014-06-04 12:55:00,"Embarcadero at Vallejo",48,2014-06-04 12:57:00,"Embarcadero at Vallejo",48,618,"Customer",NA
"454",310001,134,2014-06-04 08:07:00,"San Francisco Caltrain 2 (330 Townsend)",69,2014-06-04 08:10:00,"San Francisco Caltrain 2 (330 Townsend)",69,597,"Subscriber",94402
"455",309883,69,2014-06-04 07:38:00,"Santa Clara County Civic Center",80,2014-06-04 07:39:00,"Santa Clara County Civic Center",80,688,"Subscriber",95110
"456",309804,99,2014-06-04 06:35:00,"Spear at Folsom",49,2014-06-04 06:37:00,"Spear at Folsom",49,372,"Subscriber",94105
"457",308734,123,2014-06-03 12:03:00,"2nd at Townsend",61,2014-06-03 12:05:00,"2nd at Townsend",61,596,"Customer",NA
"458",308592,66,2014-06-03 10:05:00,"2nd at Folsom",62,2014-06-03 10:06:00,"2nd at Folsom",62,438,"Subscriber",94804
"459",308587,102,2014-06-03 10:03:00,"2nd at Folsom",62,2014-06-03 10:05:00,"2nd at Folsom",62,506,"Subscriber",94804
"460",308366,69,2014-06-03 08:48:00,"Townsend at 7th",65,2014-06-03 08:49:00,"Townsend at 7th",65,355,"Subscriber",94103
"461",308033,66,2014-06-03 06:15:00,"Embarcadero at Folsom",51,2014-06-03 06:16:00,"Embarcadero at Folsom",51,444,"Customer",30189
"462",307926,85,2014-06-02 20:17:00,"Mountain View Caltrain Station",28,2014-06-02 20:19:00,"Mountain View Caltrain Station",28,296,"Subscriber",94041
"463",306877,73,2014-06-02 10:52:00,"Townsend at 7th",65,2014-06-02 10:53:00,"Townsend at 7th",65,390,"Subscriber",94044
"464",306110,137,2014-06-01 18:42:00,"Yerba Buena Center of the Arts (3rd @ Howard)",68,2014-06-01 18:44:00,"Yerba Buena Center of the Arts (3rd @ Howard)",68,617,"Subscriber",94105
"465",305977,84,2014-06-01 16:05:00,"Market at 4th",76,2014-06-01 16:07:00,"Market at 4th",76,556,"Subscriber",95126
"466",305806,75,2014-06-01 13:35:00,"Powell at Post (Union Square)",71,2014-06-01 13:36:00,"Powell at Post (Union Square)",71,435,"Subscriber",94105
"467",305723,62,2014-06-01 12:03:00,"Harry Bridges Plaza (Ferry Building)",50,2014-06-01 12:04:00,"Harry Bridges Plaza (Ferry Building)",50,579,"Customer",NA
"468",305672,118,2014-06-01 11:05:00,"Market at Sansome",77,2014-06-01 11:07:00,"Market at Sansome",77,300,"Customer",11111
"469",305546,107,2014-05-31 20:59:00,"Market at Sansome",77,2014-05-31 21:01:00,"Market at Sansome",77,878,"Customer",91765
"470",305545,145,2014-05-31 20:59:00,"Market at Sansome",77,2014-05-31 21:01:00,"Market at Sansome",77,300,"Customer",91765
"471",304933,102,2014-05-30 21:32:00,"5th at Howard",57,2014-05-30 21:33:00,"5th at Howard",57,394,"Subscriber",94598
"472",304840,63,2014-05-30 18:43:00,"University and Emerson",35,2014-05-30 18:44:00,"University and Emerson",35,210,"Customer",11374
"473",304228,64,2014-05-30 12:10:00,"Market at 4th",76,2014-05-30 12:11:00,"Market at 4th",76,471,"Subscriber",94121
"474",302876,169,2014-05-29 15:18:00,"Embarcadero at Vallejo",48,2014-05-29 15:21:00,"Embarcadero at Vallejo",48,445,"Customer",94109
"475",301625,96,2014-05-28 17:53:00,"Santa Clara County Civic Center",80,2014-05-28 17:54:00,"Santa Clara County Civic Center",80,193,"Subscriber",95112
"476",301483,157,2014-05-28 17:15:00,"Davis at Jackson",42,2014-05-28 17:18:00,"Davis at Jackson",42,422,"Customer",98115
"477",299569,71,2014-05-27 15:08:00,"Mechanics Plaza (Market at Battery)",75,2014-05-27 15:09:00,"Mechanics Plaza (Market at Battery)",75,580,"Subscriber",94010
"478",299438,75,2014-05-27 12:24:00,"Embarcadero at Sansome",60,2014-05-27 12:26:00,"Embarcadero at Sansome",60,507,"Subscriber",94133
"479",299073,121,2014-05-27 08:50:00,"San Francisco Caltrain 2 (330 Townsend)",69,2014-05-27 08:52:00,"San Francisco Caltrain 2 (330 Townsend)",69,541,"Subscriber",94041
"480",298396,167,2014-05-26 14:58:00,"2nd at Townsend",61,2014-05-26 15:01:00,"2nd at Townsend",61,525,"Customer",91505
"481",297935,72,2014-05-25 19:19:00,"Embarcadero at Bryant",54,2014-05-25 19:20:00,"Embarcadero at Bryant",54,876,"Subscriber",94111
"482",297172,115,2014-05-24 18:27:00,"Clay at Battery",41,2014-05-24 18:29:00,"Clay at Battery",41,624,"Subscriber",94402
"483",296833,111,2014-05-24 09:50:00,"Cowper at University",37,2014-05-24 09:52:00,"Cowper at University",37,22,"Subscriber",94301
"484",296408,63,2014-05-23 17:04:00,"5th at Howard",57,2014-05-23 17:05:00,"5th at Howard",57,328,"Subscriber",94103
"485",296241,71,2014-05-23 15:50:00,"San Francisco Caltrain (Townsend at 4th)",70,2014-05-23 15:51:00,"San Francisco Caltrain (Townsend at 4th)",70,513,"Subscriber",94104
"486",296201,72,2014-05-23 15:21:00,"San Antonio Shopping Center",31,2014-05-23 15:23:00,"San Antonio Shopping Center",31,111,"Subscriber",94040
"487",296143,109,2014-05-23 14:22:00,"San Francisco Caltrain 2 (330 Townsend)",69,2014-05-23 14:24:00,"San Francisco Caltrain 2 (330 Townsend)",69,414,"Subscriber",94107
"488",294403,95,2014-05-22 11:29:00,"Market at 4th",76,2014-05-22 11:30:00,"Market at 4th",76,623,"Subscriber",94501
"489",294291,86,2014-05-22 09:49:00,"San Francisco Caltrain (Townsend at 4th)",70,2014-05-22 09:51:00,"San Francisco Caltrain (Townsend at 4th)",70,637,"Subscriber",95129
"490",293764,106,2014-05-21 22:46:00,"Washington at Kearny",46,2014-05-21 22:48:00,"Washington at Kearny",46,352,"Subscriber",94123
"491",293518,71,2014-05-21 18:21:00,"Yerba Buena Center of the Arts (3rd @ Howard)",68,2014-05-21 18:22:00,"Yerba Buena Center of the Arts (3rd @ Howard)",68,356,"Subscriber",94087
"492",292903,101,2014-05-21 12:09:00,"University and Emerson",35,2014-05-21 12:10:00,"University and Emerson",35,295,"Customer",57186
"493",291949,67,2014-05-20 17:58:00,"Market at 10th",67,2014-05-20 18:00:00,"Market at 10th",67,589,"Subscriber",94103
"494",291473,80,2014-05-20 13:11:00,"Market at 10th",67,2014-05-20 13:13:00,"Market at 10th",67,627,"Subscriber",94102
"495",290642,162,2014-05-19 20:44:00,"Temporary Transbay Terminal (Howard at Beale)",55,2014-05-19 20:47:00,"Temporary Transbay Terminal (Howard at Beale)",55,313,"Subscriber",95131
"496",290467,71,2014-05-19 18:43:00,"Post at Kearny",47,2014-05-19 18:44:00,"Post at Kearny",47,513,"Customer",91387
"497",290162,165,2014-05-19 17:12:00,"2nd at Folsom",62,2014-05-19 17:15:00,"2nd at Folsom",62,459,"Subscriber",94105
"498",289781,169,2014-05-19 12:19:00,"Powell Street BART",39,2014-05-19 12:22:00,"Powell Street BART",39,310,"Subscriber",94501
"499",289457,136,2014-05-19 08:45:00,"Harry Bridges Plaza (Ferry Building)",50,2014-05-19 08:47:00,"Harry Bridges Plaza (Ferry Building)",50,340,"Subscriber",94591
"500",289037,168,2014-05-18 19:15:00,"Spear at Folsom",49,2014-05-18 19:17:00,"Spear at Folsom",49,259,"Subscriber",94105
"501",288952,128,2014-05-18 16:54:00,"Embarcadero at Sansome",60,2014-05-18 16:56:00,"Embarcadero at Sansome",60,331,"Customer",53707
"502",288760,107,2014-05-18 12:47:00,"Embarcadero at Folsom",51,2014-05-18 12:49:00,"Embarcadero at Folsom",51,529,"Subscriber",94105
"503",288691,125,2014-05-18 11:31:00,"Civic Center BART (7th at Market)",72,2014-05-18 11:33:00,"Civic Center BART (7th at Market)",72,284,"Customer",55117
"504",288105,148,2014-05-17 12:24:00,"Washington at Kearny",46,2014-05-17 12:26:00,"Washington at Kearny",46,457,"Customer",95110
"505",288104,85,2014-05-17 12:23:00,"Washington at Kearny",46,2014-05-17 12:25:00,"Washington at Kearny",46,601,"Customer",95110
"506",287923,92,2014-05-17 09:04:00,"Embarcadero at Sansome",60,2014-05-17 09:06:00,"Embarcadero at Sansome",60,607,"Customer",94133
"507",287774,83,2014-05-16 19:55:00,"Embarcadero at Sansome",60,2014-05-16 19:56:00,"Embarcadero at Sansome",60,607,"Customer",NA
"508",287092,96,2014-05-16 13:05:00,"Powell Street BART",39,2014-05-16 13:07:00,"Powell Street BART",39,401,"Subscriber",94109
"509",286897,110,2014-05-16 10:43:00,"University and Emerson",35,2014-05-16 10:44:00,"University and Emerson",35,97,"Customer",NA
"510",286523,154,2014-05-16 08:05:00,"Evelyn Park and Ride",30,2014-05-16 08:07:00,"Evelyn Park and Ride",30,212,"Subscriber",94022
"511",286070,103,2014-05-15 18:27:00,"Clay at Battery",41,2014-05-15 18:29:00,"Clay at Battery",41,317,"Subscriber",94123
"512",285544,94,2014-05-15 13:59:00,"Clay at Battery",41,2014-05-15 14:01:00,"Clay at Battery",41,317,"Subscriber",94111
"513",285052,71,2014-05-15 08:46:00,"Beale at Market",56,2014-05-15 08:47:00,"Beale at Market",56,385,"Subscriber",94703
"514",284638,60,2014-05-14 20:11:00,"Market at 10th",67,2014-05-14 20:12:00,"Market at 10th",67,372,"Subscriber",94107
"515",284451,118,2014-05-14 18:10:00,"San Francisco Caltrain (Townsend at 4th)",70,2014-05-14 18:12:00,"San Francisco Caltrain (Townsend at 4th)",70,469,"Subscriber",94530
"516",284299,111,2014-05-14 17:24:00,"Washington at Kearny",46,2014-05-14 17:26:00,"Washington at Kearny",46,345,"Subscriber",94122
"517",283927,96,2014-05-14 13:00:00,"Embarcadero at Bryant",54,2014-05-14 13:02:00,"Embarcadero at Bryant",54,519,"Subscriber",94549
"518",283786,131,2014-05-14 10:53:00,"Market at Sansome",77,2014-05-14 10:55:00,"Market at Sansome",77,467,"Customer",NA
"519",282184,125,2014-05-13 11:35:00,"Powell at Post (Union Square)",71,2014-05-13 11:37:00,"Powell at Post (Union Square)",71,530,"Customer",23556
"520",281807,109,2014-05-13 08:37:00,"South Van Ness at Market",66,2014-05-13 08:39:00,"South Van Ness at Market",66,560,"Subscriber",94114
"521",281042,73,2014-05-12 17:33:00,"Townsend at 7th",65,2014-05-12 17:34:00,"Townsend at 7th",65,360,"Subscriber",94707
"522",280602,85,2014-05-12 12:14:00,"Market at 10th",67,2014-05-12 12:16:00,"Market at 10th",67,542,"Customer",NA
"523",280089,75,2014-05-12 08:11:00,"Steuart at Market",74,2014-05-12 08:12:00,"Steuart at Market",74,361,"Subscriber",94121
"524",279584,74,2014-05-11 12:59:00,"Redwood City Public Library",24,2014-05-11 13:01:00,"Redwood City Public Library",24,38,"Subscriber",94070
"525",279488,135,2014-05-11 10:54:00,"2nd at South Park",64,2014-05-11 10:57:00,"2nd at South Park",64,576,"Subscriber",95815
"526",279373,130,2014-05-10 18:36:00,"Civic Center BART (7th at Market)",72,2014-05-10 18:38:00,"Civic Center BART (7th at Market)",72,417,"Subscriber",94102
"527",279347,94,2014-05-10 17:56:00,"Powell Street BART",39,2014-05-10 17:58:00,"Powell Street BART",39,621,"Customer",94588
"528",279246,64,2014-05-10 15:40:00,"Embarcadero at Vallejo",48,2014-05-10 15:41:00,"Embarcadero at Vallejo",48,325,"Subscriber",94111
"529",278460,140,2014-05-09 16:53:00,"Market at 4th",76,2014-05-09 16:56:00,"Market at 4th",76,267,"Subscriber",94109
"530",278384,134,2014-05-09 16:21:00,"Market at 4th",76,2014-05-09 16:23:00,"Market at 4th",76,267,"Subscriber",94109
"531",277755,145,2014-05-09 08:31:00,"Ryland Park",84,2014-05-09 08:33:00,"Ryland Park",84,656,"Subscriber",95112
"532",277534,118,2014-05-09 06:33:00,"San Francisco Caltrain (Townsend at 4th)",70,2014-05-09 06:35:00,"San Francisco Caltrain (Townsend at 4th)",70,629,"Subscriber",95125
"533",277504,99,2014-05-08 21:36:00,"Embarcadero at Folsom",51,2014-05-08 21:38:00,"Embarcadero at Folsom",51,591,"Customer",2445
"534",277198,114,2014-05-08 17:21:00,"San Jose City Hall",10,2014-05-08 17:23:00,"San Jose City Hall",10,257,"Subscriber",94041
"535",277157,101,2014-05-08 17:05:00,"Mechanics Plaza (Market at Battery)",75,2014-05-08 17:06:00,"Mechanics Plaza (Market at Battery)",75,557,"Subscriber",94107
"536",276039,133,2014-05-07 19:46:00,"Beale at Market",56,2014-05-07 19:48:00,"Beale at Market",56,627,"Subscriber",94110
"537",275629,91,2014-05-07 16:58:00,"Market at 10th",67,2014-05-07 17:00:00,"Market at 10th",67,470,"Subscriber",94103
"538",275628,91,2014-05-07 16:58:00,"Market at 10th",67,2014-05-07 17:00:00,"Market at 10th",67,277,"Subscriber",94103
"539",275326,95,2014-05-07 12:49:00,"Embarcadero at Sansome",60,2014-05-07 12:50:00,"Embarcadero at Sansome",60,624,"Customer",91438
"540",274634,61,2014-05-07 06:40:00,"Harry Bridges Plaza (Ferry Building)",50,2014-05-07 06:41:00,"Harry Bridges Plaza (Ferry Building)",50,391,"Subscriber",94111
"541",274516,143,2014-05-06 20:33:00,"Davis at Jackson",42,2014-05-06 20:36:00,"Davis at Jackson",42,450,"Subscriber",94108
"542",273733,87,2014-05-06 13:01:00,"Embarcadero at Sansome",60,2014-05-06 13:03:00,"Embarcadero at Sansome",60,558,"Customer",94121
"543",272822,99,2014-05-05 19:05:00,"Townsend at 7th",65,2014-05-05 19:07:00,"Townsend at 7th",65,474,"Customer",94102
"544",272807,95,2014-05-05 18:55:00,"Washington at Kearny",46,2014-05-05 18:57:00,"Washington at Kearny",46,495,"Subscriber",94133
"545",272103,120,2014-05-05 12:20:00,"Embarcadero at Folsom",51,2014-05-05 12:22:00,"Embarcadero at Folsom",51,515,"Subscriber",94105
"546",271822,62,2014-05-05 09:10:00,"Embarcadero at Sansome",60,2014-05-05 09:11:00,"Embarcadero at Sansome",60,620,"Customer",NA
"547",271332,124,2014-05-04 19:26:00,"Embarcadero at Folsom",51,2014-05-04 19:28:00,"Embarcadero at Folsom",51,515,"Subscriber",94107
